Date,Lake,Satellite Sensor,Bloom Extent (KM2),Bloom Extent (% of Lake Area),Bloom Intensity (µg/L),Bloom Severity (µg/L km2),Valid Pixels (% of Lake Area),Site,Station Depth (m),Sample Depth (m),Sample Depth (category),Local Time (Eastern Time Zone),Latitude (decimal deg),Longitude (decimal deg),Wind speed (knots),Wave Height (ft),Sky,Secchi Depth (m),Sample Temperature (°C),CTD Temperature (°C),CTD Specific Conductivity (µS/cm),CTD Beam Attenuation (m-1),CTD Tramission (%),CTD Dissolved Oxygen (mg/L),CTD Photosynthetically Active Radiation (µE/m2/s),Turbidity (NTU),Particulate Microcystin (µg/L),Dissolved Microcystin (µg/L),Extracted Phycocyanin (µg/L),Chlorophyll_a,Total Phosphorus (µg P/L),Total Dissolved Phosphorus (µg P/L),Soluble Reactive Phosphorus (µg P/L),Ammonia (µg N/L),Nitrate + Nitrite (mg N/L),Urea (µg N/L),Particulate Organic Carbon (mg/L),Particulate Organic Nitrogen (mg/L),Dissolved Organic Carbon (mg/L),Colored Dissolved Organic Material absorbance (m-1) at 400nm,Total Suspended Solids (mg/L),Volatile Suspended Solids (mg/L)
2016-09-19,Lake Erie,OLCI-S3,269.82,1.01,29.83,8049.92,99.97,WE13,8.89,0.75,Surface,12:06,41.7429,-83.1378,0.97,0.44,sunny,0.5,,23.5,248.9,5.5,25,7.86,1028.0,11.0,0.13,<0.1,1.14,12.17,47.2,15.3,10.8,11,0.11,4.29,1.14,0.23,2.38,0.3,10.84,1.21
2016-09-19,Lake Erie,OLCI-S3,269.82,1.01,29.83,8049.92,99.97,WE13,,7.9,Bottom,,,,,,,,,22.6,251.7,13.7,4.1,6.02,0.0,,<0.1,<0.1,0.15,2.7,,,,,,,,,,,,
2016-09-19,Lake Erie,OLCI-S3,269.82,1.01,29.83,8049.92,99.97,WE13,,0.0,Scum,,,,,,,,,,,,,,,,0.5,0.1,16.75,53.72,,,,,,,,,,,,
2016-09-19,Lake Erie,OLCI-S3,269.82,1.01,29.83,8049.92,99.97,WE15,4.39,0.75,Surface,11:14,41.6181,-83.0125,1.77,0.63,sunny,1,,23.0,281.8,2,60.1,7.69,149.0,4.38,0.34,0.15,0.56,5.07,33.0,18.3,10.3,32.7,0.03,6.87,0.64,0.11,2.67,0.66,5.47,0.41
2016-09-19,Lake Erie,OLCI-S3,269.82,1.01,29.83,8049.92,99.97,WE15,,0.0,Scum,,,,,,,,,,,,,,,,9.55,0.18,9.8,65.56,,,,,,,,,,,,
2016-09-28,Lake Erie,OLCI-S3,187.38,0.7,30.8,5771.1,99.29,WE2,4.93,0.75,Surface,8:21,41.762,-83.3314,12.64,1.56,cloudy/rain,0.8,,19.7,269.6,4.3,33.9,8.05,5.0,9.02,0.1,0.16,0.09,3.93,45.6,16.4,9.2,32.7,0.01,19.03,0.53,0.09,2.78,0.45,8.8,
2016-09-28,Lake Erie,OLCI-S3,187.38,0.7,30.8,5771.1,99.29,WE2,,4.1,Bottom,,,,,,,,,19.8,269.1,4.2,35.3,6.65,0.0,,<0.1,0.27,0.04,4.29,,,,,,,,,,,,
2016-09-28,Lake Erie,OLCI-S3,187.38,0.7,30.8,5771.1,99.29,WE4,8.18,0.75,Surface,12:36,41.8264,-83.1906,15.94,1.28,cloudy,1,,20.5,233.8,3.9,37.5,8.4,192.0,7.66,<0.1,<0.1,0.01,2.84,25.1,5.6,4.4,23.8,0.26,6.97,0.51,0.09,2.07,0.21,8.75,0.15
2016-09-28,Lake Erie,OLCI-S3,187.38,0.7,30.8,5771.1,99.29,WE6,2.35,0.75,Surface,9:22,41.7036,-83.3829,5.44,0.65,rain,1,,18.2,398.6,4.9,29.7,7.67,10.0,11.5,0.32,0.13,1.85,11.29,60.0,23.7,11.2,49,0.19,14.47,1.15,0.2,4.68,1.17,13.53,1.97
2016-09-28,Lake Erie,OLCI-S3,187.38,0.7,30.8,5771.1,99.29,WE8,4.98,0.75,Surface,13:18,41.8328,-83.357,17.11,2.06,cloudy,0.5,,19.9,326.3,6.5,19.4,8.97,34.0,10.4,<0.1,0.14,0.51,7.56,64.9,27.0,12.4,37,0,10.06,1.14,0.2,3.9,0.88,12.07,1.55
2016-09-28,Lake Erie,OLCI-S3,187.38,0.7,30.8,5771.1,99.29,WE8,,4.4,Bottom,,,,,,,,,19.9,326.1,6.6,19.3,5.65,0.0,,<0.1,0.13,0.5,7.66,,,,,,,,,,,,
2016-09-28,Lake Erie,OLCI-S3,187.38,0.7,30.8,5771.1,99.29,WE9,2.11,0.75,Surface,9:02,41.3591,-83.2107,9.03,0.81,rain,0.5,,19.4,393.1,14.7,2.5,7.79,3.0,14.5,0.18,0.2,1.39,15.25,103.1,32.5,18.7,53.3,0.19,9.77,1.53,0.25,4.0,1.19,27.0,3.01
2016-09-28,Lake Erie,OLCI-S3,187.38,0.7,30.8,5771.1,99.29,WE12,6.11,0.75,Surface,10:11,41.7027,-83.2564,5.15,0.7,rain,0.8,,20.0,269.8,7.7,14.5,8.84,47.0,18.1,0.52,0.16,0.15,6.61,58.0,20.1,11.9,16,0.01,13.5,0.78,0.13,2.99,0.43,14.52,1.69
2016-09-28,Lake Erie,OLCI-S3,187.38,0.7,30.8,5771.1,99.29,WE12,,5.4,Bottom,,,,,,,,,20.2,270.5,7.7,14.5,6.38,0.0,,0.22,0.25,0.45,6.52,,,,,,,,,,,,
2016-09-28,Lake Erie,OLCI-S3,187.38,0.7,30.8,5771.1,99.29,WE13,8.74,0.75,Surface,12:00,41.7439,-83.1353,15.94,1.13,cloudy,0.5,,20.5,257.2,9.4,9.6,7.68,109.0,,<0.1,0.11,0.11,3.41,72.6,27.2,18.3,26.6,0.1,11.3,0.83,0.14,2.37,0.37,17.08,1.73
2016-09-28,Lake Erie,OLCI-S3,187.38,0.7,30.8,5771.1,99.29,WE13,,7.9,Bottom,,,,,,,,,20.6,257.9,10,8.2,6.36,0.0,,<0.1,<0.1,0.11,3.3,,,,,,,,,,,,
2016-09-28,Lake Erie,OLCI-S3,187.38,0.7,30.8,5771.1,99.29,WE15,4.13,0.75,Surface,11:12,41.6191,-83.0116,10.52,0.63,cloudy,1.5,,19.8,281.0,2.2,57,8.93,250.0,3.99,<0.1,<0.1,<0.036,2.27,33.3,19.0,11.1,30.7,<0.002,9.78,0.44,0.07,2.61,0.43,5.18,0.66
2016-10-03,Lake Erie,OLCI-S3,180.36,0.68,31.87,5748.81,99.21,WE2,5.31,0.75,Surface,8:22,41.7638,-83.3306,3.28,0.4,foggy,0.5,,18.3,289.2,12.9,3.9,8.2,28.0,22.8,0.37,0.22,0.05,3.91,75.9,25.6,15.1,36.6,0.08,9.52,1.01,0.17,2.97,0.48,18.07,0.95
2016-10-03,Lake Erie,OLCI-S3,180.36,0.68,31.87,5748.81,99.21,WE2,,4.4,Bottom,,,,,,,,,18.3,287.9,13.2,3.7,5.35,0.0,,0.43,0.23,0.06,4.09,,,,,,,,,,,,
2016-10-03,Lake Erie,OLCI-S3,180.36,0.68,31.87,5748.81,99.21,WE4,8.49,0.75,Surface,12:56,41.827,-83.1921,2.92,0.67,foggy,0.8,,18.3,225.0,6,22.4,8.08,262.0,9.2,<0.1,<0.1,0.06,2.71,38.2,12.2,8.4,38.9,0.27,9.62,0.57,0.08,1.96,0.14,9.6,0.69
2016-10-03,Lake Erie,OLCI-S3,180.36,0.68,31.87,5748.81,99.21,WE6,2.59,0.75,Surface,9:31,41.7056,-83.3865,4.35,0.41,foggy,0.8,,18.0,372.5,5.1,27.6,7.7,106.0,10.5,0.27,0.29,0.74,7.46,69.1,37.4,19.2,74.2,0.29,21.17,0.78,0.17,4.11,0.94,8.2,0.68
2016-10-03,Lake Erie,OLCI-S3,180.36,0.68,31.87,5748.81,99.21,WE8,4.73,0.75,Surface,13:37,41.8348,-83.3616,2.92,0.26,cloudy/little fog,0.8,,18.9,279.7,5.5,25.2,8.43,165.0,9.33,<0.1,0.16,0.15,3.51,54.4,28.5,15.2,73.8,0.16,16.29,0.55,0.1,3.12,0.55,9.44,1.37
2016-10-03,Lake Erie,OLCI-S3,180.36,0.68,31.87,5748.81,99.21,WE8,,4.0,Bottom,,,,,,,,,18.9,280.4,5.5,25.3,6.07,2.0,,<0.1,0.16,0.14,2.8,,,,,,,,,,,,
2016-10-03,Lake Erie,OLCI-S3,180.36,0.68,31.87,5748.81,99.21,WE9,2.3,0.75,Surface,9:07,41.7178,-83.4225,5.77,0.39,foggy,0.5,,19.0,583.3,11.5,5.7,7.73,43.0,21.4,0.11,0.23,0.24,7.69,136.1,72.5,39.6,47.1,1.52,58.69,1.19,0.2,5.85,2.34,16.8,2.95
2016-10-03,Lake Erie,OLCI-S3,180.36,0.68,31.87,5748.81,99.21,WE12,6.48,0.75,Surface,10:24,41.7037,-83.2719,5.04,0.43,foggy,0.3,,18.7,280.8,18.8,0.9,7.75,51.0,34.6,0.17,0.26,0.16,4.86,105.3,27.6,15.7,25.3,0.07,9.28,1.34,0.2,2.93,0.51,31.6,2.77
2016-10-03,Lake Erie,OLCI-S3,180.36,0.68,31.87,5748.81,99.21,WE12,,5.7,Bottom,,,,,,,,,18.7,279.7,18.8,0.9,5.21,0.0,,0.15,0.23,0.13,4.96,,,,,,,,,,,,
2016-10-03,Lake Erie,OLCI-S3,180.36,0.68,31.87,5748.81,99.21,WE13,8.77,0.75,Surface,12:13,41.7429,-83.1388,1.94,0.45,foggy,0.3,,19.1,282.0,20.3,0.6,8.39,53.0,43.8,0.14,0.22,0.3,8.09,132.3,45.9,26.1,22.9,0.13,12.95,1.66,0.27,3.28,0.61,35.47,3.95
2016-10-03,Lake Erie,OLCI-S3,180.36,0.68,31.87,5748.81,99.21,WE13,,7.9,Bottom,,,,,,,,,19.1,283.3,21.2,0.5,6.51,0.0,,<0.1,0.2,0.08,3.03,,,,,,,,,,,,
2016-10-03,Lake Erie,OLCI-S3,180.36,0.68,31.87,5748.81,99.21,WE13,,0.0,Scum,,,,,,,,,,,,,,,,11.46,<0.1,431.03,1106.03,,,,,,,,,,,,
2016-10-03,Lake Erie,OLCI-S3,180.36,0.68,31.87,5748.81,99.21,WE15,4.32,0.75,Surface,11:24,41.6191,-83.0143,4.67,0.53,foggy,1.3,,18.7,280.5,2.8,50,7.24,276.0,4.94,0.34,<0.1,0.02,1.88,39.7,23.3,13.6,53.8,0.02,6.47,0.32,0.05,2.79,0.41,4.94,0.46
2016-10-11,Lake Erie,OLCI-S3,177.75,0.67,31.64,5623.83,99.95,WE2,5.31,0.75,Surface,8:25,41.7625,-83.3302,15-Oct,1.28,cloudy,0.5,,16.8,310.4,10.4,7.4,8.87,66.0,19.9,0.16,0.18,0.41,7.69,77.4,30.5,18.5,24,0.23,7.01,1.12,0.18,3.12,0.66,21.0,1.61
2016-10-11,Lake Erie,OLCI-S3,177.75,0.67,31.64,5623.83,99.95,WE2,,4.5,Bottom,,,,,,,,,17.1,308.6,10.6,7.1,7.44,0.0,,<0.1,0.23,0.46,6.86,,,,,,,,,,,,
2016-10-11,Lake Erie,OLCI-S3,177.75,0.67,31.64,5623.83,99.95,WE4,8.54,0.75,Surface,12:50,41.8256,-83.1933,10,0.65,sunny,1.3,,17.4,223.2,2.4,55.5,8.81,1369.0,4.1,<0.1,<0.1,0.07,2.77,16.9,2.8,2.3,23.1,0.26,2,0.48,0.08,1.83,0.22,4.75,0.7
2016-10-11,Lake Erie,OLCI-S3,177.75,0.67,31.64,5623.83,99.95,WE6,2.62,0.75,Surface,9:40,41.7034,-83.3853,13,0.43,cloudy,0.4,,16.0,338.6,5.7,24,9.77,116.0,10.4,0.13,0.24,0.07,6.57,60.6,27.9,14.5,24.8,0.32,5.26,2.42,0.23,3.38,0.72,12.4,1.94
2016-10-11,Lake Erie,OLCI-S3,177.75,0.67,31.64,5623.83,99.95,WE8,5.02,0.75,Surface,13:44,41.8328,-83.357,10-May,0.63,sunny,0.5,,17.7,300.4,6.4,20.2,8.58,846.0,12.6,0.38,0.21,3.89,13.83,59.6,29.0,13.9,4.3,0.19,3.63,1.43,0.22,3.09,0.61,12.17,3.17
2016-10-11,Lake Erie,OLCI-S3,177.75,0.67,31.64,5623.83,99.95,WE8,,4.0,Bottom,,,,,,,,,17.3,300.6,5.5,25.2,7.71,3.0,,<0.1,0.21,0.26,6.21,,,,,,,,,,,,
2016-10-11,Lake Erie,OLCI-S3,177.75,0.67,31.64,5623.83,99.95,WE8,,0.0,Scum,,,,,,,,,,,,,,,,1.01,0.25,,,,,,,,,,,,,,
2016-10-11,Lake Erie,OLCI-S3,177.75,0.67,31.64,5623.83,99.95,WE9,2.42,0.75,Surface,9:20,41.717,-83.424,13,0.4,mostly cloudy,0.3,,16.5,431.5,12.5,4.4,9.65,65.0,21.6,0.18,0.29,0.26,8.49,104.0,41.9,22.8,56.2,0.78,12.55,1.28,0.21,4.15,1.28,25.73,3.47
2016-10-11,Lake Erie,OLCI-S3,177.75,0.67,31.64,5623.83,99.95,WE12,6.47,0.75,Surface,10:23,41.7049,-83.2662,15-Oct,1.07,cloudy,0.4,,17.0,307.7,11.5,5.6,8.13,192.0,19.3,<0.1,0.19,0.3,5.82,71.4,32.0,19.3,18.7,0.13,6.78,0.95,0.16,3.09,0.65,19.73,2.34
2016-10-11,Lake Erie,OLCI-S3,177.75,0.67,31.64,5623.83,99.95,WE12,,5.5,Bottom,,,,,,,,,17.1,308.2,11.3,5.9,7,0.0,,0.11,0.2,0.16,5.24,,,,,,,,,,,,
2016-10-11,Lake Erie,OLCI-S3,177.75,0.67,31.64,5623.83,99.95,WE13,8.76,0.75,Surface,12:21,41.7418,-83.1375,10,0.95,sunny,0.5,,17.7,189.2,10.4,7.8,8.75,685.0,16.6,<0.1,0.11,0.16,2.9,55.4,23.8,20.1,31.8,0.3,8.45,0.76,0.12,2.0,0.29,17.12,1.79
2016-10-11,Lake Erie,OLCI-S3,177.75,0.67,31.64,5623.83,99.95,WE13,,7.8,Bottom,,,,,,,,,17.6,247.8,9.5,9.4,6.94,0.0,,<0.1,0.12,0.09,2.38,,,,,,,,,,,,
2016-10-11,Lake Erie,OLCI-S3,177.75,0.67,31.64,5623.83,99.95,WE15,4.27,0.75,Surface,11:27,41.6173,-83.0128,15-Oct,0.87,sunny,1,,17.2,273.4,4.6,34.1,8.81,958.0,6.99,<0.1,0.14,0.06,2.65,44.9,31.2,19.3,65.5,0.1,4.72,0.37,0.06,2.5,0.35,7.05,0.84
2016-10-17,Lake Erie,OLCI-S3,176.85,0.66,32.32,5716.61,100.0,WE2,5.2,0.75,Surface,8:50,41.7626,-83.3318,14,1.3,mostly sunny,0.8,,16.5,307.1,5.4,25.7,8.29,145.0,10.9,<0.1,0.15,0.24,5.2,57.6,29.2,14.2,13.3,0.11,4.99,0.6,0.11,3.1,0.7,11.2,0.51
2016-10-17,Lake Erie,OLCI-S3,176.85,0.66,32.32,5716.61,100.0,WE2,,4.2,Bottom,,,,,,,,,16.5,307.2,5.6,24.7,8.15,1.0,,0.27,0.15,0.31,4.84,,,,,,,,,,,,
2016-10-17,Lake Erie,OLCI-S3,176.85,0.66,32.32,5716.61,100.0,WE4,8.12,0.75,Surface,9:34,41.8252,-83.1963,14,1.64,mostly sunny,1.3,,16.7,234.2,2.6,52,8.3,305.0,4.14,<0.1,<0.1,0.03,3.95,16.0,3.6,1.7,27.4,0.27,2.46,0.35,0.07,2.0,0.23,4.2,0.52
2016-10-17,Lake Erie,OLCI-S3,176.85,0.66,32.32,5716.61,100.0,WE6,2.4,0.75,Surface,13:00,41.7038,-83.3875,18.08,0.91,sunny,1.8,,17.3,412.8,1.9,62.1,8.25,1019.0,3.78,<0.1,0.19,0.16,3.57,51.1,41.4,18.3,46.2,0.58,11.54,0.37,0.08,3.86,1.13,3.77,0.69
2016-10-17,Lake Erie,OLCI-S3,176.85,0.66,32.32,5716.61,100.0,WE8,4.53,0.75,Surface,8:13,41.8328,-83.3605,14,1.3,mostly cloudy,1.5,,16.6,311.7,2.5,53.4,8.13,77.0,5.01,<0.1,0.15,0.07,2.19,46.2,32.0,17.4,26,0.25,8.61,0.34,0.07,3.09,0.72,3.83,1.14
2016-10-17,Lake Erie,OLCI-S3,176.85,0.66,32.32,5716.61,100.0,WE8,,3.9,Bottom,,,,,,,,,16.6,311.6,2.2,57.6,7.57,5.0,,<0.1,0.15,0.62,2.5,,,,,,,,,,,,
2016-10-17,Lake Erie,OLCI-S3,176.85,0.66,32.32,5716.61,100.0,WE9,2.53,0.75,Surface,13:25,41.7174,-83.423,17.11,0.86,sunny,0.5,,17.4,411.0,8.1,13.3,8.01,472.0,18.1,<0.1,0.15,0.12,7.55,79.6,33.5,16.2,97,0.58,9.98,0.87,0.15,3.73,1.13,18.5,2.64
2016-10-17,Lake Erie,OLCI-S3,176.85,0.66,32.32,5716.61,100.0,WE12,6.36,0.75,Surface,12:08,41.7019,-83.2563,17.11,1.1,cloudy,0.4,,16.7,292.9,6.3,20.7,8.23,728.0,10.3,<0.1,0.12,0.24,5.26,53.2,24.7,13.6,9.8,0.06,3.73,0.63,0.12,2.86,0.58,10.63,1.44
2016-10-17,Lake Erie,OLCI-S3,176.85,0.66,32.32,5716.61,100.0,WE12,,5.5,Bottom,,,,,,,,,16.7,292.9,6.2,21.3,8.01,1.0,,<0.1,0.13,0.16,4.54,,,,,,,,,,,,
2016-10-17,Lake Erie,OLCI-S3,176.85,0.66,32.32,5716.61,100.0,WE13,8.73,0.75,Surface,10:16,41.741,-83.1371,14,1.58,mostly sunny,0.8,,16.9,246.9,4.7,31.2,8.07,211.0,7.73,<0.1,<0.1,0.11,4.28,32.6,9.6,6.7,17.8,0.34,6.91,0.5,0.1,2.44,0.3,7.4,1.09
2016-10-17,Lake Erie,OLCI-S3,176.85,0.66,32.32,5716.61,100.0,WE13,,7.8,Bottom,,,,,,,,,16.9,246.8,4.5,32.6,8.04,0.0,,<0.1,<0.1,0.09,4.28,,,,,,,,,,,,
2016-10-17,Lake Erie,OLCI-S3,176.85,0.66,32.32,5716.61,100.0,WE15,4.17,0.75,Surface,10:17,41.6151,-83.013,19.05,1.16,mostly sunny,1.5,,16.7,286.9,1.9,62.1,8.24,954.0,3.82,<0.1,<0.1,0.03,1.56,34.8,23.4,13.2,151,0.07,5.21,0.26,0.04,2.57,0.44,3.08,0.6
2017-06-12,Lake Erie,OLCI-S3,196.47,0.74,41.61,8175.63,99.96,WE2,5.75,0.75,Surface,13:30,41.7524,-83.332,10.16,0.88,sunny,0.5,,24.5,340.7,4.8,30.4,8.35,180.0,9.74,<0.1,0.1,0.08,26.89,91.44,39.99,33.69,32.82,3.1,31.15,1.08,0.19,4.82,3.072,8.72,2.1
2017-06-12,Lake Erie,OLCI-S3,196.47,0.74,41.61,8175.63,99.96,WE2,,4.7,Bottom,,,,,,,,,21.9,345.7,2,60.9,5.74,6.0,,<0.1,0.18,<0.03,10.03,,,,,,,,,,,,
2017-06-12,Lake Erie,OLCI-S3,196.47,0.74,41.61,8175.63,99.96,WE4,8.76,0.75,Surface,9:04,41.8257,-83.1958,13.02,0.77,sunny,1.5,,20.5,260.9,2.5,54.8,7.74,173.0,1.67,<0.1,0.11,<0.03,7.61,13.79,2.46,1.29,35.01,0.49,14.7,0.54,0.09,2.97,0.436,2.18,1.11
2017-06-12,Lake Erie,OLCI-S3,196.47,0.74,41.61,8175.63,99.96,WE6,3.13,0.75,Surface,12:32,41.7045,-83.3875,8.94,0.89,mostly sunny,1.5,,24.5,368.6,2,61.1,6.34,786.0,7.03,<0.1,0.11,<0.03,3.41,147.15,108.6,91.1,114.07,4.6,40.55,0.3,0.06,7.12,4.6,3.52,0.63
2017-06-12,Lake Erie,OLCI-S3,196.47,0.74,41.61,8175.63,99.96,WE8,5.19,0.75,Surface,8:18,41.8324,-83.3601,14,0.51,sunny,1.5,,21.0,308.0,3.8,46.4,7.04,340.0,2.34,<0.1,0.17,<0.03,3.23,29.23,14.21,7.64,67.69,1.36,34.86,0.23,0.05,3.26,1.284,2.12,0.63
2017-06-12,Lake Erie,OLCI-S3,196.47,0.74,41.61,8175.63,99.96,WE8,,4.4,Bottom,,,,,,,,,20.8,317.0,1.2,74.5,5.67,35.0,,<0.1,0.08,<0.03,2.78,,,,,,,,,,,,
2017-06-12,Lake Erie,OLCI-S3,196.47,0.74,41.61,8175.63,99.96,WE9,2.78,0.75,Surface,13:00,41.7174,-83.426,8.89,0.43,mostly cloudy,0.3,,23.8,350.4,11.5,5.7,6.37,92.0,24.1,<0.1,0.18,0.16,14.61,163.92,85.31,66.08,135.98,4.05,37,0.98,0.2,6.15,4.338,19.76,2.58
2017-06-12,Lake Erie,OLCI-S3,196.47,0.74,41.61,8175.63,99.96,WE12,6.84,0.75,Surface,11:45,41.7027,-83.2555,10.04,0.74,mostly sunny,1.5,,22.2,279.9,1.6,66.8,7.72,1303.0,2.54,<0.1,0.15,0.07,10.67,17.32,2.89,1.41,12.52,0.67,17.57,0.53,0.1,2.74,0.622,3.1,1.01
2017-06-12,Lake Erie,OLCI-S3,196.47,0.74,41.61,8175.63,99.96,WE12,,6.0,Bottom,,,,,,,,,20.3,277.2,2.3,56.9,5.81,54.0,,<0.1,0.17,0.03,7.55,,,,,,,,,,,,
2017-06-12,Lake Erie,OLCI-S3,196.47,0.74,41.61,8175.63,99.96,WE13,9.26,0.75,Surface,9:51,41.7415,-83.1363,9.91,0.7,sunny,2.5,,20.2,234.8,1,78.5,7.53,351.0,1.31,<0.1,0.25,<0.03,1.94,10.47,2.32,2.27,71.72,0.42,25.28,0.24,0.06,1.97,0.251,2.16,0.59
2017-06-12,Lake Erie,OLCI-S3,196.47,0.74,41.61,8175.63,99.96,WE13,,8.3,Bottom,,,,,,,,,18.7,238.7,3.4,42.7,6.63,25.0,,<0.1,0.14,<0.03,1.75,,,,,,,,,,,,
2017-06-12,Lake Erie,OLCI-S3,196.47,0.74,41.61,8175.63,99.96,WE15,4.67,0.75,Surface,10:42,41.6163,-83.0134,7.3,0.75,mostly sunny,1.5,,22.4,317.4,1.7,65.2,6.48,252.0,4.08,<0.1,0.39,<0.03,1.28,57.97,41.8,30.14,129.51,2.58,36.08,0.2,0.05,4.17,2.512,2.72,0.43
2017-06-26,Lake Erie,OLCI-S3,151.29,0.57,58.53,8855.08,99.86,WE2,5.45,0.75,Surface,13:45,41.7624,-83.3358,15.5,2.05,cloudy,1.5,,21.1,239.5,2.8,50.2,6.93,1854.0,4.74,<0.1,<0.1,0.04,6.4,19.5,3.8,1.66,29.68,0.65,25.95,0.46,0.08,2.42,0.513,5.88,0.86
2017-06-26,Lake Erie,OLCI-S3,151.29,0.57,58.53,8855.08,99.86,WE2,,4.5,Bottom,,,,,,,,,21.4,257.4,2.4,55.2,6.05,122.0,,<0.1,<0.1,0.06,6.02,,,,,,,,,,,,
2017-06-26,Lake Erie,OLCI-S3,151.29,0.57,58.53,8855.08,99.86,WE4,8.46,0.75,Surface,9:11,41.8257,-83.1981,17.11,2.39,mostly sunny,2,,21.0,251.8,1.2,73.2,5.32,350.0,1.38,<0.1,<0.1,0.03,2.27,11.98,4.07,2.47,21.6,0.52,16.18,0.18,0.04,2.22,0.322,2.04,1.87
2017-06-26,Lake Erie,OLCI-S3,151.29,0.57,58.53,8855.08,99.86,WE6,2.82,0.75,Surface,12:45,41.7062,-83.3909,16.58,1.84,mostly sunny,1.5,,21.2,383.1,2.8,50.1,4.99,1131.0,7.74,<0.1,<0.1,0.02,9.54,74.85,46.91,34.45,133.79,2.38,19.97,0.3,0.05,5.09,2.442,10.47,2.64
2017-06-26,Lake Erie,OLCI-S3,151.29,0.57,58.53,8855.08,99.86,WE8,4.99,0.75,Surface,8:18,41.8333,-83.3607,17.11,1.24,sunny,2.5,,21.1,274.9,1.2,74.4,5.54,96.0,2.01,<0.1,<0.1,0.02,4.17,14.87,4.46,0.85,28.74,0.98,16.66,0.31,0.06,2.99,0.961,2.2,0.53
2017-06-26,Lake Erie,OLCI-S3,151.29,0.57,58.53,8855.08,99.86,WE8,,4.1,Bottom,,,,,,,,,21.2,275.7,1.1,76.6,5.6,62.0,,<0.1,<0.1,0.06,4.39,,,,,,,,,,,,
2017-06-26,Lake Erie,OLCI-S3,151.29,0.57,58.53,8855.08,99.86,WE9,3.03,0.75,Surface,13:10,41.7167,-83.426,15.5,1.96,mostly sunny,0.5,,21.2,467.2,12.4,4.6,5.39,134.0,23.8,<0.1,<0.1,0.16,16.34,141.94,64.55,48.58,244.22,3.07,36.02,1.29,0.24,5.75,2.901,25.4,2.17
2017-06-26,Lake Erie,OLCI-S3,151.29,0.57,58.53,8855.08,99.86,WE12,6.76,0.75,Surface,11:54,41.705,-83.2597,14.57,1.61,mostly sunny,1,,21.5,335.6,3.7,39.8,5.44,337.0,7.47,<0.1,<0.1,0.1,7.89,56.17,27.12,15.52,53.24,2.19,21.64,0.67,0.12,4.59,2.078,7.64,1.38
2017-06-26,Lake Erie,OLCI-S3,151.29,0.57,58.53,8855.08,99.86,WE12,,,Bottom,,,,,,,,,21.6,333.6,3.9,37.4,5.19,1.0,,<0.1,<0.1,,,,,,,,,,,,,,
2017-06-26,Lake Erie,OLCI-S3,151.29,0.57,58.53,8855.08,99.86,WE13,,0.75,Surface,9:55,41.743,-83.1373,17.11,2.71,mostly sunny,,,,,,,,,3.22,<0.1,<0.1,0.03,5.59,13.82,2.38,1.22,2.33,0.43,19.55,0.36,0.07,2.02,0.217,4.46,0.75
2017-06-26,Lake Erie,OLCI-S3,151.29,0.57,58.53,8855.08,99.86,WE15,4.57,0.75,Surface,10:42,41.6193,-83.0138,15.69,1.71,sunny,1.5,,21.2,197.7,2.7,51.6,5.76,391.0,5.6,<0.1,<0.1,0.01,4.37,20.89,4.56,3.01,19,0.43,11.15,0.39,0.07,2.04,0.311,7.12,1.05
2017-07-05,Lake Erie,OLCI-S3,158.4,0.59,62.42,9886.96,99.99,WE2,5.91,0.75,Surface,13:13,41.7632,-83.328,5.2,1.2,sunny,0.2,,24.2,225.9,12.9,4,5.46,659.0,27.1,<0.1,<0.1,0.35,16.6,127.76,50.16,37.38,66.03,4.28,28.7,1.52,0.27,4.98,3.004,23.6,3.1
2017-07-05,Lake Erie,OLCI-S3,158.4,0.59,62.42,9886.96,99.99,WE2,,4.9,Bottom,,,,,,,,,23.3,360.9,3.2,45,5.85,0.0,,<0.1,<0.1,0.11,4.29,,,,,,,,,,,,
2017-07-05,Lake Erie,OLCI-S3,158.4,0.59,62.42,9886.96,99.99,WE4,7.59,0.75,Surface,9:04,41.8284,-83.1912,11.08,1.24,sunny,4.5,,22.7,253.6,1.7,64.8,8.4,1251.0,1.35,<0.1,<0.1,0.03,3.86,12.45,3.49,1.78,10.85,0.55,14.94,0.47,0.09,2.51,0.482,1.48,0.53
2017-07-05,Lake Erie,OLCI-S3,158.4,0.59,62.42,9886.96,99.99,WE6,3.27,0.75,Surface,12:20,41.7056,-83.3838,7.55,1.3,sunny,1.5,,24.2,400.2,2.5,53.5,6.79,1176.0,7.08,<0.1,<0.1,0.04,4.23,86.15,57.54,42.29,95.15,4.45,35.87,0.42,0.09,4.78,3.172,4.0,0.75
2017-07-05,Lake Erie,OLCI-S3,158.4,0.59,62.42,9886.96,99.99,WE8,5.19,0.75,Surface,8:14,41.8358,-83.357,12.05,1.05,sunny,5.3,,23.2,262.3,1.5,69.3,7.56,933.0,1.22,<0.1,<0.1,<0.36,1.65,17.88,7.46,2.84,22.45,0.66,17.2,0.25,0.05,3.12,0.716,1.4,0.59
2017-07-05,Lake Erie,OLCI-S3,158.4,0.59,62.42,9886.96,99.99,WE8,,4.5,Bottom,,,,,,,,,23.2,262.7,0.9,80.6,5.51,124.0,,<0.1,<0.1,0.04,1.44,,,,,,,,,,,,
