Date,Bloom Extent (KM2),Bloom Severity (ug/L km2),Chlorophyll_a,CTD Temperature (°C),Total Phosphorus (µg P/L),Particulate Organic Nitrogen (mg/L),Bloom_Severity_Z,Anomaly_Score,Anomaly,Cluster
2016-08-22,560.88,17480.22,153.32142857142858,25.03333333333333,117.8125,0.3375,0.47032188716628853,-0.014816798251251706,-1,-1
2016-10-03,180.36,5748.81,89.30923076923077,18.666666666666668,81.375,0.155,-0.6654806315974037,0.05982988481180862,1,-1
2016-10-11,177.75,5623.83,5.950833333333333,17.116666666666667,61.275,0.1575,-0.6775808479222177,0.04863375517965862,1,-1
2016-10-17,176.85,5716.61,4.1433333333333335,16.791666666666668,46.3875,0.0925,-0.6685981461250002,0.029411746575020103,1,-1
2017-09-11,1062.99,33721.23,225.7357142857143,18.675,51.8075,0.8025,2.0427313473476576,-0.048949477967706545,-1,-1
2017-09-18,1264.59,39543.1,1087.8046666666667,20.974999999999998,42.47375,0.4375,2.6063886238314535,-0.20418807761046276,-1,-1
2017-10-02,1226.61,32501.73,126.27538461538462,19.433333333333334,56.975,0.35375,1.9246627459065409,0.04888291903318698,1,-1
2017-10-16,722.07,17918.82,15.1,16.60909090909091,50.082857142857144,0.23714285714285713,0.5127859204521215,0.014816798251251706,1,-1
