Date,Bloom Extent (KM2),Bloom Severity (ug/L km2),Chlorophyll_a,CTD Temperature (°C),Total Phosphorus (µg P/L),Particulate Organic Nitrogen (mg/L),Bloom_Severity_Z,Anomaly_Score,Anomaly
2016-08-22,560.88,17480.22,153.32142857142858,25.03333333333333,117.8125,0.3375,0.47032188716628853,-0.014816798251251706,-1
2017-09-11,1062.99,33721.23,225.7357142857143,18.675,51.8075,0.8025,2.0427313473476576,-0.048949477967706545,-1
2017-09-18,1264.59,39543.1,1087.8046666666667,20.974999999999998,42.47375,0.4375,2.6063886238314535,-0.20418807761046276,-1
